,ID,Name,HOF,HOF_n,HOF_mgr,FY,LY,SP,n_33,POS,ASG,G,AB,R,H,DB,TP,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,DBTP,BBSB,AVG,SLG,OBP,AW_P,AW_C,AWD,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,WAR
1561,bushra01,"Bush, Randy",N,0,N,1982,1993,12,12,0,N,1219,3045,38.8,76.3,154,26,96,40.9,33,29,348,505,51,49,6,32,64,18,38.1,251,413,334,0,0,0,-322.095337,-13.05911873,-499.0219647,-79.68463778,-50.19763538,5.309232009,0.246925287
1576,butlebr01,"Butler, Brett",N,1,N,1981,1997,17,17,0,N,2213,8180,135.9,237.5,277,131,54,57.8,558,257,1129,907,23,38,147,51,62,40.8,168.7,290,376,377,0,2,1,-352.2086441,162.8996222,-518.3913618,-91.8771894,-44.05139583,23.86056932,2.992980618
1606,cabelen01,"Cabell, Enos",N,0,N,1972,1986,15,15,0,N,1688,5952,75.3,164.7,263,56,60,59.6,238,124,259,691,31,23,32,38,134,31.9,49.7,277,370,308,0,0,0,-317.313013,92.52876444,-476.3070577,-51.3205598,-63.19906922,5.078794699,0.912674492
1636,caldeiv01,"Calderon, Ivan",N,0,N,1984,1993,10,10,0,N,924,3312,47,90.1,200,25,104,44.4,97,49,306,556,30,13,6,35,102,22.5,40.3,272,442,333,0,0,0,-346.6210302,-9.320233667,-522.9200514,-62.85607164,-58.73546584,7.95259626,2.017075163
1649,callijo01,"Callison, Johnny",N,1,N,1958,1973,16,16,0,Y,1886,6652,92.6,175.7,321,89,226,84,74,51,650,1064,73,41,51,43,98,41,72.4,264,441,331,1,0,1,-486.5317548,22.85746427,-466.7299885,-67.69112869,-53.82859068,13.72551135,3.06947694
1667,campabe01,"Campaneris, Bert",N,1,N,1964,1983,19,19,1,Y,2328,8684,118.1,224.9,313,86,79,64.6,649,199,618,1142,15,64,199,60,106,39.9,126.7,259,342,311,1,0,1,-346.6038177,142.3386604,-442.1126895,-60.29136216,-44.0221798,18.13941577,3.009911688
1703,cangejo01,"Cangelosi, John",N,0,N,1985,1999,13,13,0,N,1038,2004,32.8,50.1,73,15,12,13.4,154,61,358,322,7,31,29,10,27,8.8,51.2,250,319,370,0,0,0,-208.9305239,25.26026352,-485.0589317,-142.8707297,-62.68216468,9.014370165,0.835197368
1707,cannich01,"Cannizzaro, Chris",N,1,N,1960,1974,13,13,1,N,740,1950,13.2,45.8,66,12,18,16.9,3,17,241,354,35,7,28,14,67,7.8,24.4,235,309,319,0,0,0,-202.16514,14.83971456,-445.7883263,-107.0263836,-62.20297485,5.674531772,0.882767857
1727,carbobe01,"Carbo, Bernie",N,0,N,1969,1980,12,12,0,N,1010,2733,37.2,72.2,140,9,96,35.8,26,18,538,611,50,19,13,17,58,14.9,56.4,264,427,387,0,0,0,-331.3637736,-13.49783831,-539.3568376,-118.2875416,-50.41501944,8.995720758,2.402951807
1730,cardejo02,"Cardenal, Jose",N,1,N,1963,1980,18,18,0,N,2017,6964,93.6,191.3,333,46,138,77.5,329,139,608,807,38,26,37,61,147,37.9,93.7,275,395,333,0,0,0,-406.0520038,83.69396695,-473.2237628,-70.36967226,-57.77282014,8.468232821,1.70483368
1731,cardele01,"Cardenas, Leo",N,2,N,1960,1975,16,16,1,Y,1941,6707,66.2,172.5,285,49,118,68.9,39,48,522,1135,122,28,97,48,174,33.4,56.1,257,367,311,1,0,1,-366.5768281,77.04781367,-445.249264,-65.80739271,-54.1738869,7.693730573,2.268346393
1736,carewro01,"Carew, Rod",Y,1,N,1967,1985,19,19,0,Y,2469,9315,142.4,305.3,445,112,92,101.5,353,187,1018,1028,144,25,128,64,216,55.7,137.1,328,429,393,3,1,1,-444.2257625,204.5667949,-557.7201284,-71.64566669,-51.13325418,8.04894322,4.135488152
1737,careyan01,"Carey, Andy",N,0,N,1952,1962,11,11,0,N,938,2850,37.1,74.1,119,38,64,35,23,21,268,389,18,27,44,28,75,15.7,29.1,260,396,327,0,0,0,-288.1970976,2.200271267,-499.8903518,-75.32743093,-59.1934563,5.094198944,1.58535903
1779,carrema01,"Carreon, Mark",N,0,N,1987,1996,10,10,0,N,738,2012,24.6,55.7,108,5,69,28.9,12,11,140,246,9,19,2,17,53,11.3,15.2,277,438,327,0,0,0,-299.4500372,-26.16588201,-534.5445715,-59.49509799,-67.12031743,7.938466776,0.513059361
1798,cartega01,"Carter, Gary",Y,6,N,1974,1992,19,19,1,Y,2295,7971,102.5,209.2,371,31,324,122.5,39,42,848,997,106,68,33,99,180,40.2,88.7,262,439,335,10,1,1,-587.2833357,22.42598435,-425.7406308,-82.73457644,-61.82239695,3.18515777,4.458432199
1800,cartejo01,"Carter, Joe",N,1,N,1983,1998,16,16,0,Y,2189,8422,117,218.4,432,53,396,144.5,231,66,527,1387,86,90,10,105,132,48.5,75.8,259,464,306,2,0,1,-658.9907372,-4.106035551,-399.1017628,-57.88489744,-66.96861479,-2.117775077,1.286159056
1804,cartyri01,"Carty, Rico",N,1,N,1963,1979,15,15,0,N,1651,5606,71.2,167.7,278,17,204,89,21,26,642,663,65,13,3,54,206,29.5,66.3,299,464,369,0,0,0,-482.5867779,28.49918775,-522.2625175,-83.99051586,-70.61566222,4.119755392,2.738540677
1811,casanpa01,"Casanova, Paul",N,1,N,1965,1974,10,10,1,N,859,2786,21.4,62.7,87,12,50,25.2,2,10,101,430,25,9,10,24,78,9.9,10.3,225,319,252,0,0,0,-231.2659027,6.180076477,-403.8429298,-48.89505972,-62.33168631,8.315101735,0.476860068
1816,caseyse01,"Casey, Sean",N,1,N,1997,2008,12,12,0,Y,1405,5066,69,153.1,322,12,130,73.5,18,8,477,577,69,62,0,39,156,33.4,49.5,302,447,367,0,1,1,-408.0027381,46.33522241,-540.1759976,-79.29708039,-68.91088026,1.956544244,1.615308292
1817,cashda01,"Cash, Dave",N,1,N,1969,1980,12,12,1,Y,1422,5554,73.2,157.1,243,56,21,42.6,120,74,424,309,28,18,30,31,124,29.9,54.4,283,358,334,0,0,0,-278.2257087,105.3935101,-498.7863304,-73.10662754,-62.82696122,12.17471289,2.363645369
1820,cashno01,"Cash, Norm",N,1,N,1958,1974,17,17,0,Y,2089,6705,104.6,182,241,41,377,110.3,43,30,1043,1091,112,90,17,55,139,28.2,108.6,271,488,374,0,0,0,-638.0092588,-31.05407918,-463.2950675,-108.1889206,-64.90707367,17.31558382,3.922996207
1834,castial01,"Castillo, Alberto",N,0,N,1995,2007,12,12,1,N,418,1026,9.8,22.6,39,2,12,10.1,3,6,103,219,1,7,26,11,21,4.1,10.6,220,297,293,0,0,0,-177.938977,-5.242625057,-422.8553417,-94.93069136,-60.6915727,4.802307574,0.312361466
1838,castica01,"Castillo, Carmelo",N,0,N,1982,1991,10,10,0,N,631,1519,19,38.3,71,8,55,19.7,15,11,90,291,5,13,7,11,34,7.9,10.5,252,418,298,0,0,0,-266.5595498,-38.65904834,-503.8620028,-46.84739836,-56.67330194,8.944534007,0.003658537
1854,castivi02,"Castilla, Vinny",N,1,N,1991,2006,16,16,0,N,1854,6822,90.2,188.4,349,28,320,110.5,33,43,423,1069,64,60,8,71,224,37.7,45.6,276,476,321,3,0,1,-585.2529691,-6.14841667,-453.0077844,-56.47139697,-69.60337466,9.44817135,1.659385157
1871,caterda01,"Cater, Danny",N,0,N,1964,1975,12,12,0,N,1289,4451,49.1,122.9,191,29,66,51.9,26,30,254,406,33,22,22,36,160,22,28,276,377,316,0,0,0,-306.84141,52.85778389,-484.1283257,-64.04408724,-69.8589366,2.696649008,1.014670846
1878,causewa01,"Causey, Wayne",N,0,N,1955,1968,11,11,1,N,1105,3244,35.7,81.9,130,26,35,28.5,12,12,390,341,25,15,41,31,59,15.6,40.2,252,341,333,0,0,0,-247.2725618,35.01907887,-472.7506241,-99.27231529,-60.36603012,7.523397979,1.717522171
1888,cedence01,"Cedeno, Cesar",N,1,N,1970,1986,17,17,0,Y,2006,7310,108.4,208.7,436,60,199,97.6,550,179,664,938,83,56,32,71,167,49.6,121.4,285,443,347,5,0,1,-485.976715,67.36033857,-491.971936,-67.2228358,-57.21287721,5.104751338,3.498917988
1890,cedenro01,"Cedeno, Roger",N,0,N,1995,2005,11,11,0,N,1100,3174,47.8,86.5,127,32,40,27.4,213,63,319,613,14,13,33,18,44,15.9,53.2,273,371,340,0,0,0,-265.8677041,32.00518181,-502.8815364,-90.07756484,-68.96324868,11.54578901,0.131937026
1895,cepedor01,"Cepeda, Orlando",Y,16,N,1958,1974,17,17,0,Y,2124,7927,113.1,235.1,417,27,379,136.5,142,80,588,1169,154,102,4,74,218,44.4,73,297,499,350,2,0,1,-670.603124,15.45674151,-465.1766267,-70.45561902,-76.76457584,7.855623809,3.602472685
1898,ceronri01,"Cerone, Rick",N,0,N,1975,1992,18,18,1,N,1329,4069,39.3,99.8,190,15,59,43.6,6,22,320,450,9,24,48,43,118,20.5,32.6,245,343,301,0,0,0,-273.7243496,38.17561085,-445.5920393,-72.39221805,-58.62569806,2.175302978,0.873445826
1901,cervbo01,"Cerv, Bob",N,0,N,1951,1962,12,12,0,N,829,2261,32,62.4,96,26,105,37.4,12,10,212,392,19,17,6,20,73,12.2,22.4,276,481,340,0,0,0,-349.4831578,-44.94637626,-555.7660545,-56.43510582,-56.33147867,7.861404297,2.077424483
1905,ceyro01,"Cey, Ron",N,1,N,1971,1987,17,17,0,Y,2073,7162,97.7,186.8,328,21,316,113.9,24,29,1012,1235,117,62,26,82,185,34.9,103.6,261,445,354,2,1,1,-574.0805501,5.241620017,-442.8701829,-99.19250478,-60.00863258,3.912737703,4.048885427
1917,chambch01,"Chambliss, Chris",N,1,N,1971,1988,17,17,0,N,2175,7571,91.2,210.9,392,42,185,97.2,40,35,632,926,99,27,19,56,166,43.4,67.2,279,415,334,2,0,1,-463.7567787,80.66508009,-469.3511704,-66.29207305,-59.15849552,3.399612715,1.882131246
1931,chaneda01,"Chaney, Darrel",N,0,N,1969,1979,11,11,1,N,915,2113,23.7,45.8,75,17,14,19,19,18,238,471,43,4,34,12,30,9.2,25.7,217,288,296,0,0,0,-187.9738768,17.38766867,-414.830898,-97.62618651,-55.18811165,2.420057245,-0.190712203
1990,chitiha01,"Chiti, Harry",N,0,N,1950,1962,10,10,1,N,502,1495,13.5,35.6,49,9,41,17.9,4,7,115,242,17,8,18,13,56,5.8,11.9,238,365,294,0,0,0,-233.6520844,-22.0963658,-465.4021342,-66.41215724,-58.61909972,6.804705217,0.015100061
2036,cimolgi01,"Cimoli, Gino",N,0,N,1956,1965,10,10,0,N,969,3054,37,80.8,133,48,44,32.1,21,6,221,474,13,14,43,25,89,18.1,24.2,265,383,315,0,0,0,-268.6319583,18.38105442,-494.6173175,-65.73657968,-64.22851264,6.337770927,0.71888591
2043,cirilje01,"Cirillo, Jeff",N,1,N,1994,2007,14,14,0,N,1617,5396,80,159.8,343,21,112,72.7,63,37,563,694,18,67,51,59,153,36.4,62.6,296,430,366,0,0,0,-389.5608073,62.46127825,-532.301009,-82.10068386,-63.97346595,0.897386901,3.265286832
2064,clarkda05,"Clark, Dave",N,0,N,1986,1998,13,13,0,N,905,1964,24.8,51.8,81,8,62,28.4,19,12,222,451,21,5,4,16,58,8.9,24.1,264,408,338,0,0,0,-281.8980349,-18.56589912,-516.8555367,-82.87443232,-62.36876685,5.378190161,0.217458164
2070,clarkho01,"Clarke, Horace",N,1,N,1965,1974,10,10,1,N,1272,4813,54.8,123,150,23,27,30.4,151,58,365,362,18,11,29,24,77,17.3,51.6,256,313,308,0,0,0,-245.2369891,79.47881033,-444.577882,-81.19353335,-64.95576047,15.23036523,1.634414346
2072,clarkja01,"Clark, Jack",N,1,N,1975,1992,18,18,0,Y,1994,6847,111.8,182.6,332,39,340,118,77,61,1262,1441,127,24,9,83,174,37.1,133.9,267,476,379,2,0,1,-606.8811688,-12.37881715,-469.3086531,-111.061994,-57.61014139,3.234972363,3.291221884
2091,clarkwi02,"Clark, Will",N,1,N,1986,2000,15,15,0,Y,1976,7173,118.6,217.6,440,47,284,120.5,67,48,937,1190,155,59,13,101,100,48.7,100.4,303,497,384,4,0,1,-587.8015278,37.96185796,-519.843531,-86.11343063,-64.75913783,1.306014716,3.683411807
2100,claytro01,"Clayton, Royce",N,1,N,1991,2007,17,17,1,N,2108,7379,93.5,190.4,363,55,110,72.3,231,100,565,1415,34,45,113,62,218,41.8,79.6,258,367,312,0,0,0,-368.3925001,95.61780557,-448.3520829,-61.73548731,-49.3145325,7.607060023,1.211954924
2111,clemero01,"Clemente, Roberto",Y,1,N,1955,1972,18,18,0,Y,2433,9454,141.6,300,440,166,240,130.5,83,46,621,1230,167,35,36,66,275,60.6,70.4,317,475,359,15,0,1,-578.5458729,130.9150483,-511.4309852,-50.11509421,-60.53298216,5.809980359,4.652604779
2115,clenddo01,"Clendenon, Donn",N,0,N,1961,1972,12,12,0,N,1362,4648,59.4,127.3,192,57,159,68.2,90,57,379,1140,46,21,17,47,123,24.9,46.9,274,442,328,1,0,1,-410.8220027,5.513972739,-497.7126802,-60.9347214,-62.46337655,4.876725941,2.211130673
2125,clinege01,"Clines, Gene",N,0,N,1970,1979,10,10,0,N,870,2328,31.4,64.5,85,24,5,18.7,71,40,169,291,7,19,26,14,66,10.9,24,277,341,329,0,0,0,-215.5649984,34.27976299,-492.8708174,-91.7341762,-82.08560219,8.229304806,0.575508607
2126,clinety01,"Cline, Ty",N,0,N,1960,1971,12,12,0,N,892,1834,25.1,43.7,53,25,6,12.5,22,19,153,262,5,21,27,4,19,7.8,17.5,238,304,304,0,0,0,-187.378062,17.27924505,-441.2219526,-94.58124603,-67.00857526,7.50045749,0.13575282
2168,colavro01,"Colavito, Rocky",N,2,N,1955,1968,14,14,0,Y,1841,6503,97.1,173,283,21,374,115.9,19,27,951,880,58,29,16,60,182,30.4,97,266,489,359,0,0,0,-631.6905418,-39.48743667,-455.9887043,-96.32914618,-64.14756727,9.148683896,4.089112316
2171,colbena01,"Colbert, Nate",N,0,N,1966,1976,10,10,0,Y,1004,3422,48.1,83.3,141,25,173,52,52,31,383,902,55,23,10,25,82,16.6,43.5,243,451,322,0,0,0,-400.2377571,-48.35124974,-486.5127113,-65.54961054,-45.62545238,10.23390408,2.504530158
2174,colbrgr01,"Colbrunn, Greg",N,0,N,1992,2004,13,13,0,N,992,2769,33.7,80.1,155,12,98,42.2,29,21,170,444,11,49,2,26,80,16.7,19.9,289,460,338,0,0,0,-345.6233644,-17.77315168,-546.9504061,-58.37850266,-69.14026733,7.161156804,1.098076923
2192,colemvi01,"Coleman, Vince",N,1,N,1985,1997,13,13,0,Y,1371,5406,84.9,142.5,176,89,28,34.6,752,177,477,960,12,15,48,24,45,26.5,122.9,264,345,324,1,0,1,-268.6311337,88.86440677,-476.1559824,-76.25416004,-55.78074644,16.55696356,1.218475712
2194,colesda01,"Coles, Darnell",N,0,N,1983,1997,14,14,0,N,957,2891,33.3,70.9,142,14,75,36.8,20,23,237,445,12,35,25,35,58,15.6,25.7,245,382,307,0,0,0,-287.639988,-4.693305084,-470.7908461,-68.41519228,-55.71050101,4.115943631,0.325380081
2200,collida02,"Collins, Dave",N,0,N,1975,1990,16,16,0,N,1701,4907,66.7,133.5,187,52,32,37.3,395,139,467,660,16,38,64,31,59,23.9,86.2,272,351,338,0,0,0,-273.3534705,81.55867746,-488.5906402,-87.07752712,-61.88842511,12.61410609,1.256310151
