,HOF,WAR,BBSB_Norm,IBB_Norm,AB,SF_Norm,HR_Norm,SO_Norm,SH_Norm,HBP_Norm,SP,ASG,G,AVG,OBP,SLG,R_Norm,DB_Norm,TP_Norm,RBI_Norm,SB_Norm,CS_Norm,GIDP_Norm,BB_Norm,DBTP_Norm,PC_1
852,0,2.055352544,0.1242314142,0.0148127446,7156,0.0061486864,0.0156512018,0.1380659586,0.0102012297,0.0048910006,19,0.16,2260,246,327,349,0.1076020123,0.0422023477,0.0069871437,0.1006148686,0.0058692007,0.0075461151,0.0255729458,0.1183622135,0.0491894913,-358.6153918
284,0,3.272980742,0.0836872739,0.0034607519,6357,0.0051911279,0.013371087,0.0957999056,0.0113260972,0.0081799591,15,0.2,1759,293,342,389,0.1338681768,0.0426301715,0.0069215039,0.1000471921,0.0138430077,0.0114834041,0.018404908,0.0698442662,0.0495516753,-358.6832363
396,0,2.175530897,0.1482538985,0.0169119262,4553,0.0079068746,0.0267955194,0.1675818142,0.0041730727,0.0065890622,16,0,1444,257,343,396,0.1306830661,0.0474412475,0.0057105205,0.1265099934,0.0188886448,0.009224687,0.0267955194,0.1293652537,0.0531517681,-358.7114979
556,0,0.39154213,0.0819729073,0.010072942,2879,0.0086835707,0.0399444251,0.1444946162,0.0027787426,0.0031260854,13,0,1184,277,329,463,0.1264327892,0.0427231678,0.0118096561,0.1632511289,0.0041681139,0.0059048281,0.020145884,0.0778047933,0.0545328239,-359.27642
790,0,3.236210074,0.1521503433,0.0097578605,2767,0.0119262739,0.046620889,0.1752800867,0.0046982291,0.010480665,10,0.2,905,255,354,443,0.1282977954,0.040477051,0.0036140224,0.1507047344,0.0025298157,0.0032526202,0.0249367546,0.1496205276,0.0440910734,-359.4955928
92,0,1.635802469,0.133002102,0.0124211733,5233,0.0097458437,0.0191094974,0.1265048729,0.0084081789,0.0024842347,12,0.08,1538,282,360,396,0.1228740684,0.0477737436,0.0040129945,0.125740493,0.0082170839,0.0078348939,0.029810816,0.1247850182,0.051786738,-359.6784342
59,0,1.530669145,0.0926232905,0.0051802735,4826,0.010360547,0.0254869457,0.1423539163,0.0066307501,0.0091172814,12,0,1403,257,320,396,0.1216328222,0.0553253212,0.0037297969,0.1220472441,0.0039370079,0.0041442188,0.0254869457,0.0886862826,0.0590551181,-359.9519288
980,0,2.18407867,0.1213566508,0.0113937467,3774,0.0098039216,0.0355060943,0.1301006889,0.0052994171,0.0010598834,15,0.07,1328,249,324,410,0.1184419714,0.0466348702,0.0039745628,0.1414944356,0.0058293588,0.0068892422,0.0257021728,0.115527292,0.050609433,-360.0790424
129,0,1.876492693,0.0996249414,0.0072667604,4266,0.0053914674,0.0321143929,0.1973745898,0.0117205813,0.0100797,11,0,1334,245,316,394,0.117440225,0.0428973277,0.0049226442,0.1282231599,0.0039849977,0.0065635256,0.0250820441,0.0956399437,0.0478199719,-360.1881669
559,0,1.505639377,0.0852304275,0.0047196002,3602,0.0108273182,0.035813437,0.1943364797,0.0027762354,0.0269294836,13,0,1164,252,322,430,0.1271515825,0.0613548029,0.0047196002,0.1426985008,0.0033314825,0.0044419767,0.0219322599,0.081898945,0.0660744031,-361.3585098
450,0,2.052516411,0.1006637168,0.0057522124,4520,0.0092920354,0.0265486726,0.1690265487,0.0022123894,0.003539823,11,0.18,1311,270,334,405,0.1183628319,0.0451327434,0.0053097345,0.1205752212,0.003539823,0.0055309735,0.0305309735,0.0971238938,0.0504424779,-361.5454227
89,0,2.021096566,0.1402034498,0.0048651039,4522,0.0090667846,0.0269792127,0.2072091995,0.0106147722,0.020123839,13,0.15,1407,262,354,406,0.1528084918,0.0479876161,0.0072976559,0.1134453782,0.0143741707,0.0090667846,0.0170278638,0.1258292791,0.055285272,-363.0472772
922,0,1.825591216,0.1284796574,0.0118962646,4203,0.0066619082,0.0292648108,0.1527480371,0.0071377587,0.0054722817,10,0,1264,262,335,419,0.1418034737,0.047347133,0.0107066381,0.1256245539,0.0209374256,0.0140375922,0.0142755175,0.1075422317,0.0580537711,-363.2379903
282,0,1.260796253,0.0658636597,0.0079446438,3902,0.0130702204,0.0317785751,0.1022552537,0.0033316248,0.0125576627,14,0.07,1245,269,318,423,0.0966171194,0.0548436699,0.0020502307,0.1494105587,0.0005125577,0.001537673,0.0312660174,0.065351102,0.0568939006,-363.258849
333,0,1.117420405,0.098251959,0.002411091,4977,0.006429576,0.0275266225,0.2340767531,0.0164757886,0.0090415913,13,0,1396,243,302,391,0.1251758087,0.0550532449,0.0054249548,0.1076953988,0.0194896524,0.0096443641,0.0257183042,0.0787623066,0.0604781997,-363.4971032
917,0,1.005185659,0.1479304433,0.0075924565,4083,0.0080822924,0.0306147441,0.2351212344,0.0100416361,0.0095518001,12,0,1417,256,339,423,0.1530737203,0.0509429341,0.0120009797,0.1293166789,0.0279206466,0.0137154053,0.0164095028,0.1200097967,0.0629439138,-363.994893
469,0,2.541517857,0.1449369136,0.0100291168,3091,0.0058233581,0.0430281462,0.2445810417,0.0048527984,0.024911032,10,0,1002,252,347,444,0.1569071498,0.0427046263,0.0100291168,0.134260757,0.0210287933,0.0129407959,0.0158524749,0.1239081203,0.0527337431,-364.7588742
200,0,1.25410732,0.0919768703,0.0050596314,5534,0.0095771594,0.019515721,0.1190820383,0.0050596314,0.0061438381,13,0,1584,270,319,403,0.1272135887,0.0498735092,0.0122876762,0.1295627033,0.0216841344,0.0133718829,0.025478858,0.0702927358,0.0621611854,-364.8596111
316,0,2.389591837,0.1285853977,0.0120599739,6136,0.0096153846,0.0177640156,0.1372229465,0.0109191656,0.0055410691,16,0.19,1860,260,323,389,0.1271186441,0.0487288136,0.0133637549,0.120273794,0.0366688396,0.0171121252,0.0213494133,0.091916558,0.0620925684,-364.8937918
843,0,3.009559812,0.1920696325,0.0036750484,5170,0.0088974855,0.0189555126,0.1642166344,0.0040618956,0.017794971,17,0.06,1613,288,371,420,0.1758220503,0.0528046422,0.0112185687,0.1030947776,0.0715667311,0.0270793037,0.0133462282,0.1205029014,0.0640232108,-365.4626105
290,0,1.273679616,0.0874369445,0.0045640163,4163,0.0091280327,0.0290655777,0.1734326207,0.007446553,0.0112899351,11,0,1153,270,324,427,0.1436464088,0.0514052366,0.0091280327,0.1359596445,0.0146528945,0.0088878213,0.0290655777,0.07278405,0.0605332693,-365.5986401
926,0,2.506928066,0.0754895768,0.0028427037,3166,0.010739103,0.0388502843,0.145925458,0.0015792798,0.0022109918,10,0.1,894,278,315,458,0.1200252685,0.0533796589,0.0047378395,0.1497157296,0.0186355022,0.0116866709,0.0255843335,0.0568540745,0.0581174984,-365.7047847
49,0,1.684936685,0.1049803678,0.0130192188,4839,0.006199628,0.0243852036,0.1380450506,0.0057863195,0.0076462079,14,0.07,1571,270,323,411,0.1258524489,0.0512502583,0.0082661707,0.1262657574,0.0312047944,0.0150857615,0.0231452779,0.0737755735,0.059516429,-365.9702012
365,0,3.008785129,0.1247776366,0.0243964422,3935,0.0094027954,0.0340533672,0.1506988564,0.0088945362,0.0088945362,12,0.25,1294,257,340,414,0.1171537484,0.0388818297,0.0078780178,0.1280813215,0.0035578145,0.0076238882,0.0152477764,0.1212198221,0.0467598475,-366.1345188
336,0,2.188399793,0.1051010587,0.0121270452,5195,0.0076997113,0.0198267565,0.1358999038,0.0038498556,0.0136669875,12,0,1559,286,350,413,0.1328200192,0.045813282,0.0109720885,0.1183830606,0.0152069297,0.0117420597,0.0238691049,0.089894129,0.0567853705,-366.3510878
149,0,2.268346393,0.0836439541,0.0181899508,6707,0.007156702,0.017593559,0.1692261816,0.0144625019,0.0041747428,16,0.31,1941,257,311,367,0.0987028478,0.0424929178,0.0073057999,0.1027284926,0.0058148203,0.007156702,0.0259430446,0.0778291337,0.0497987178,-366.5768281
180,0,1.211954924,0.1078736956,0.0046076704,7379,0.0084022225,0.014907169,0.1917604011,0.0153137281,0.0060983873,17,0.06,2108,258,312,367,0.1267109364,0.0491936577,0.0074535845,0.0979807562,0.0313050549,0.0135519718,0.0295432985,0.0765686407,0.0566472422,-368.3925001
327,0,2.707674016,0.1430682098,0.0051711401,4061,0.0118197488,0.0290568825,0.1743412952,0.0022162029,0.0103422802,12,0,1239,275,352,434,0.149224329,0.0600837232,0.0059098744,0.1344496429,0.0283181482,0.0174833785,0.028564393,0.1147500616,0.0659935976,-368.5403804
951,0,1.033630069,0.1069389548,0.007465964,4554,0.0101010101,0.0234958278,0.1253842776,0.0039525692,0.0035133948,12,0,1288,289,348,435,0.1420729029,0.062362758,0.0065876153,0.119675011,0.0144927536,0.0081247255,0.022397892,0.0924462011,0.0689503733,-368.7610958
506,0,3.155051054,0.1814216064,0.0212984347,3897,0.0110341288,0.0256607647,0.1798819605,0.0030792918,0.0005132153,10,0.3,1200,300,397,446,0.1493456505,0.0510649217,0.00872466,0.151911727,0.0148832435,0.0079548371,0.0236079035,0.1665383628,0.0597895817,-369.159522
196,0,0.432629802,0.0867548133,0.0081187659,4311,0.0076548365,0.0282996984,0.1797726746,0.0027835769,0.0132219903,14,0.07,1247,273,330,428,0.1361633032,0.0605427975,0.0044073301,0.1312920436,0.0113662723,0.0044073301,0.0255161215,0.0753885409,0.0649501276,-369.8748681
641,0,0.535970091,0.094520847,0.0122244052,4581,0.0141890417,0.0264134468,0.1124208688,0.0039292731,0.0028378083,12,0,1306,279,335,411,0.111547697,0.0467146911,0.0030561013,0.1471294477,0.0061122026,0.0072036673,0.0305610129,0.0884086444,0.0497707924,-370.9860653
27,1,2.814363313,0.1214076246,0.0021505376,10230,0.00742913,0.008113392,0.0725317693,0.0157380254,0.0026392962,18,0.56,2601,262,311,343,0.1304985337,0.038514174,0.0089931574,0.0773216031,0.0494623656,0.0132942326,0.0179863148,0.071945259,0.0475073314,-371.0994551
213,0,2.975991697,0.1870523416,0.0159779614,3630,0.0112947658,0.0377410468,0.2,0.0033057851,0.0066115702,14,0.21,1161,245,357,427,0.1407713499,0.0542699725,0.0068870523,0.1619834711,0.0137741047,0.0027548209,0.0096418733,0.1732782369,0.0611570248,-371.531447
87,0,3.157740147,0.1026150281,0.0038066865,6042,0.0084409136,0.0221780867,0.1451506124,0.0178748759,0.0038066865,17,0.12,1947,250,302,382,0.1284342933,0.046673287,0.009102946,0.1026150281,0.0283018868,0.0153922542,0.0208540218,0.0743131413,0.055776233,-372.7454795
854,0,0.410926234,0.0851670742,0.0175224124,4908,0.0085574572,0.0297473513,0.1185819071,0.0071312143,0.0034637327,15,0.07,1553,250,307,387,0.1102281989,0.0364710676,0.0055012225,0.1220456398,0.0022412388,0.0038712306,0.0252648737,0.0829258354,0.0419722901,-372.7512344
121,0,1.832277319,0.1041398817,0.0030856261,3889,0.0105425559,0.036256107,0.1797377218,0.0079712008,0.012085369,11,0.09,1146,257,323,422,0.1398817177,0.0514271021,0.0020570841,0.136538956,0.0146567241,0.0077140653,0.0215993829,0.0894831576,0.0534841862,-372.81488
115,0,2.097746537,0.1765848919,0.0114160797,4117,0.0072868594,0.0337624484,0.19067282,0.0053436969,0.0012144766,12,0,1366,253,355,416,0.1459800826,0.0412922031,0.0104444984,0.1231479232,0.0155453,0.0119018703,0.0131163469,0.1610395919,0.0517367015,-373.5151024
547,0,1.441214244,0.1201986755,0.0129139073,3020,0.0129139073,0.0437086093,0.1523178808,0.0023178808,0.0023178808,10,0.1,1013,267,341,464,0.1271523179,0.0447019868,0.0109271523,0.1546357616,0.0033112583,0.0009933775,0.0251655629,0.1168874172,0.0556291391,-373.9327511
253,0,1.777936469,0.0927386456,0.0125101985,3677,0.0108784335,0.0320913788,0.189284743,0.001631765,0.0046233342,14,0.07,1151,293,349,454,0.1264617895,0.0514005983,0.0067990209,0.1419635572,0.0054392168,0.0070709818,0.0231166712,0.0872994289,0.0581996193,-374.5995987
729,0,1.057874882,0.0681779444,0.0139764786,5867,0.0103971365,0.0173853758,0.0922106698,0.0059655701,0.0052837907,18,0.06,1747,291,333,409,0.1109596046,0.0519856826,0.0069882393,0.1305607636,0.0054542356,0.0069882393,0.035622976,0.0627237089,0.0589739219,-375.193561
297,0,1.353860803,0.1152118727,0.0115211873,5121,0.0080062488,0.0244092951,0.1355204062,0.0074204257,0.0062487795,15,0.07,1719,272,343,403,0.1269283343,0.0437414567,0.0066393283,0.1280999805,0.0089826206,0.0041007616,0.0201132591,0.1062292521,0.050380785,-375.8513893
199,0,0.919963537,0.0852921424,0.0171255876,2978,0.0087306917,0.0439892545,0.1390194762,0.0053727334,0.0080591001,11,0,1075,279,337,466,0.1192075218,0.042981867,0.0057085292,0.1675621222,0.0023505709,0.0013431833,0.024513096,0.0829415715,0.0486903962,-376.2508171
606,0,2.072728383,0.1045888351,0.0075826905,7649,0.006013858,0.0103281475,0.1618512224,0.0039220813,0.0019610407,18,0.22,2201,295,333,396,0.1320434044,0.0457576154,0.0122891881,0.1119100536,0.0460190875,0.0158190613,0.0205255589,0.0585697477,0.0580468035,-376.7588391
462,0,2.935004575,0.1234104649,0.0118824265,4797,0.0089639358,0.0283510527,0.1407129456,0.0054200542,0.0083385449,13,0.31,1435,261,340,404,0.1175734834,0.0504481968,0.0037523452,0.1269543465,0.0068792996,0.0052115906,0.0262664165,0.1165311653,0.054200542,-376.8086081
872,0,0.234962406,0.106242497,0.0150060024,3332,0.0096038415,0.0432172869,0.24969988,0.0015006002,0.0030012005,10,0,1012,254,323,448,0.1320528211,0.0555222089,0.0045018007,0.1593637455,0.0027010804,0.0048019208,0.0279111645,0.1035414166,0.0600240096,-377.9913219
957,0,2.165208504,0.0968966287,0.0062513954,4479,0.0078142443,0.0290243358,0.1730296941,0.0031256977,0.0029024336,12,0.17,1287,276,328,425,0.1326188881,0.0437597678,0.009153829,0.1332886805,0.0185309221,0.0066979236,0.0339361465,0.0783657066,0.0529135968,-378.290626
652,0,4.064238523,0.0909431138,0.0110404192,5344,0.0108532934,0.0211452096,0.1068488024,0.0039296407,0.0078592814,11,0.64,1423,292,346,410,0.130239521,0.0428517964,0.005988024,0.1311751497,0.0089820359,0.0093562874,0.0299401198,0.0819610778,0.0488398204,-378.3872892
682,0,1.048709823,0.0875311721,0.0077306733,4010,0.0082294264,0.0316708229,0.1648379052,0.0032418953,0.0069825436,11,0,1198,274,332,448,0.1364089776,0.0583541147,0.0099750623,0.1473815461,0.0042394015,0.0054862843,0.0269326683,0.0832917706,0.0683291771,-378.7536242
508,0,2.347702809,0.0957616086,0.0056415449,6913,0.0075220599,0.0125849848,0.0584406191,0.0063648199,0.002169825,15,0.53,1833,303,357,408,0.1375669029,0.0514971792,0.0081006799,0.0970635035,0.0098365399,0.0081006799,0.0206856647,0.0859250687,0.0595978591,-379.5931912
549,0,1.590226,0.093453919,0.0051679587,4644,0.0094745909,0.0292850991,0.149870801,0.0103359173,0.004952627,12,0,1450,269,330,415,0.1341515935,0.0415590009,0.0079672696,0.1272609819,0.0034453058,0.004952627,0.0292850991,0.0900086133,0.0495262705,-379.6462
858,0,0.642598648,0.0888888889,0.0051282051,4095,0.009035409,0.0371184371,0.2034188034,0.0014652015,0.0222222222,11,0.09,1203,247,318,419,0.1235653236,0.0549450549,0.0029304029,0.1362637363,0.0014652015,0.0029304029,0.0258852259,0.0874236874,0.0578754579,-380.1548273
564,0,1.378409586,0.1035070628,0.007793473,4106,0.0099853872,0.0355577204,0.2104237701,0.0026790063,0.0099853872,15,0,1410,254,322,424,0.121285923,0.0552849489,0.0041402825,0.1505114467,0.008280565,0.008037019,0.023867511,0.0952264978,0.0594252314,-381.0103501
470,0,2.115402938,0.1533408834,0.0086070215,4415,0.0077010193,0.0332955832,0.1850509626,0.0097395243,0.0027180068,12,0.17,1331,250,330,416,0.1456398641,0.0486976217,0.0086070215,0.1311438279,0.032389581,0.0190260476,0.0197055493,0.1209513024,0.0573046433,-381.0124472
928,0,3.939326092,0.130201685,0.0038294613,3917,0.0107224917,0.0316568803,0.1337758489,0.0091907072,0.0135307633,11,0,1105,279,360,454,0.1567526168,0.0717385754,0.0043400562,0.1424559612,0.0119989788,0.0079142201,0.0232320654,0.1182027062,0.0760786316,-381.0462637
483,0,2.320067883,0.1515524889,0.0061606703,4058,0.0118284869,0.0320354855,0.1490882208,0.0032035485,0.0046821094,11,0.09,1168,278,367,431,0.1431739773,0.0441103992,0.0061606703,0.1562345983,0.0096106456,0.0059142435,0.0280926565,0.1419418433,0.0502710695,-381.829919
451,0,1.874855403,0.1679279279,0.0054054054,2775,0.0086486486,0.0508108108,0.2472072072,0.0021621622,0.018018018,10,0.1,826,263,369,465,0.1693693694,0.0454054054,0.0018018018,0.1765765766,0.012972973,0.0061261261,0.0255855856,0.154954955,0.0472072072,-382.0280467
610,0,3.1408726,0.1032937049,0.0091600078,5131,0.0074059637,0.0304034301,0.1588384331,0.0066263886,0.0033131943,16,0,1583,248,316,383,0.1106996687,0.0335217307,0.0050672384,0.1181056324,0.0038978757,0.0037029819,0.0261157669,0.0993958293,0.038588969,-382.1921169
191,0,2.403495851,0.1211739081,0.0106614697,8723,0.0098589935,0.0115785853,0.1359623983,0.00848332,0.0024074286,19,0.47,2488,267,322,357,0.1138369827,0.0445947495,0.005502694,0.108907486,0.0367992663,0.012495701,0.0304940961,0.0843746418,0.0500974435,-382.245079
573,0,0.833724403,0.1327204149,0.010136728,4242,0.0063649222,0.0311173975,0.2072135785,0.0011786893,0.0056577086,11,0,1232,276,339,444,0.1565299387,0.0518623291,0.0113154173,0.1143328619,0.0407826497,0.0153229609,0.0148514851,0.0919377652,0.0631777463,-382.4112668
366,0,0.856480874,0.0703327826,0.0134529148,4237,0.0120368185,0.0316261506,0.1357092282,0.0009440642,0.0037762568,13,0,1276,276,318,437,0.1340571159,0.0540476752,0.0059004012,0.1463299504,0.0073164975,0.0051923531,0.0162851074,0.0630162851,0.0599480765,-382.5328857
815,1,2.595543266,0.0819672131,0.0017690765,8479,0.0022408303,0.0099068286,0.0408066989,0.0114400283,0.0024767072,19,0.53,2216,289,337,387,0.1442387074,0.0503597122,0.009199198,0.0911664111,0.0104965208,0.0031843378,0.0212289185,0.0714706923,0.0595589102,-383.1228652
565,0,1.873619632,0.0646647015,0.0047899779,5428,0.0101326455,0.0245025792,0.0799557848,0.0057111275,0.0031319086,12,0.5,1441,274,315,399,0.1191967576,0.0440309506,0.0038688283,0.134119381,0.0025792189,0.0025792189,0.0303979366,0.0620854827,0.0478997789,-383.1474427
1012,0,1.207101816,0.1075186041,0.0046189376,3897,0.0120605594,0.0369515012,0.2263279446,0.0023094688,0.0159096741,12,0,1205,258,324,438,0.1375416987,0.060302797,0.00436233,0.155504234,0.0212984347,0.0125737747,0.0269438029,0.0862201694,0.064665127,-383.2058095
482,0,1.798545733,0.1150719199,0.003335418,4797,0.0085470085,0.0258494893,0.1796956431,0.0045861997,0.0102147175,14,0.14,1337,290,337,430,0.1432145091,0.0502397332,0.0062539087,0.1219512195,0.0489889514,0.0175109443,0.0235563894,0.0660829685,0.0564936419,-383.2723709
60,0,1.652821626,0.119484491,0.0065530799,4578,0.0100480559,0.0292704238,0.2086063783,0.001310616,0.0133245959,11,0,1210,276,336,421,0.1402359109,0.0506771516,0.00327654,0.1459152468,0.0371341197,0.0111402359,0.0268676278,0.0823503713,0.0539536916,-383.8763803
828,0,2.461818872,0.1620174068,0.0104887302,4481,0.0107118947,0.0294577103,0.1669270252,0.0044632894,0.0022316447,12,0.25,1406,272,369,423,0.1477348806,0.0459718813,0.0084802499,0.1419326043,0.0040169605,0.0055791118,0.0142825262,0.1580004463,0.0544521312,-383.9307738
572,0,1.482855681,0.0759810743,0.0091845255,3593,0.0077929307,0.0411912051,0.2254383524,0.0008349569,0.0102978013,11,0.09,1035,270,321,446,0.1205121069,0.048149179,0.0022265516,0.1475090454,0.0072362928,0.0091845255,0.0219871973,0.0687447815,0.0503757306,-386.426597
105,0,2.666881383,0.0884083045,0.0128027682,5780,0.0091695502,0.0280276817,0.1610726644,0.0064013841,0.0043252595,16,0,1725,242,299,372,0.1115916955,0.0346020761,0.0057093426,0.1131487889,0.0070934256,0.0048442907,0.0235294118,0.0813148789,0.0403114187,-386.7235285
386,0,1.209401561,0.0887495249,0.0057012543,5262,0.0095020905,0.0273660205,0.1744583808,0.0022805017,0.003990878,14,0,1547,262,316,398,0.1102242493,0.0477004941,0.0030406689,0.1406309388,0.008931965,0.0058912961,0.0294564804,0.0798175599,0.0507411631,-386.7472315
39,0,2.781558935,0.1569394024,0.0215023736,3581,0.0103323094,0.0432839989,0.1611281765,0.0055850321,0.0069812901,14,0.36,1212,256,355,429,0.1206366937,0.0357442055,0.0041887741,0.1507958671,0.0047472773,0.0050265289,0.0226193801,0.1521921251,0.0399329796,-386.9095167
586,0,2.838487882,0.1546995378,0.0095531587,3245,0.0089368259,0.0456086287,0.1679506934,0.0049306626,0.006779661,14,0.14,1133,264,360,451,0.1473035439,0.0338983051,0.0080123267,0.16394453,0.0055469954,0.0021571649,0.0138674884,0.1491525424,0.0419106317,-387.7755841
524,0,1.268491921,0.1776191476,0.0071383582,4763,0.0062985513,0.0289733361,0.1287003989,0.0004199034,0.0197354608,12,0.17,1334,267,368,417,0.1587234936,0.0560571069,0.0035691791,0.1324795297,0.0346420323,0.0138568129,0.0237245434,0.1429771153,0.059626286,-388.1534557
664,0,2.290195085,0.1289107764,0.0052143685,3452,0.0072421784,0.0362108922,0.1483198146,0.0075318656,0.0026071842,12,0,1113,295,373,474,0.1318076477,0.0521436848,0.0092699884,0.157589803,0.0028968714,0.0086906141,0.0301274623,0.126013905,0.0614136732,-388.3721754
